id;name;code;parent_id
2895;Amazonas;AMA;null
2890;Antioquia;ANT;null
2881;Arauca;ARA;null
2900;"Archipiélago de San Andrés; Providencia y Santa Catalina";SAP;null
2880;Atlántico;ATL;null
4921;Bogotá D.C.;DC;null
2893;Bolívar;BOL;null
2903;Boyacá;BOY;null
2887;Caldas;CAL;null
2891;Caquetá;CAQ;null
2892;Casanare;CAS;null
2884;Cauca;CAU;null
2899;Cesar;CES;null
2876;Chocó;CHO;null
2898;Córdoba;COR;null
2875;Cundinamarca;CUN;null
2882;Guainía;GUA;null
2888;Guaviare;GUV;null
4871;Huila;HUI;null
2889;La Guajira;LAG;null
2886;Magdalena;MAG;null
2878;Meta;MET;null
2897;Nariño;NAR;null
2877;Norte de Santander;NSA;null
2896;Putumayo;PUT;null
2874;Quindío;QUI;null
2879;Risaralda;RIS;null
2901;Santander;SAN;null
2902;Sucre;SUC;null
2883;Tolima;TOL;null
2904;Valle del Cauca;VAC;null
2885;Vaupés;VAU;null
2894;Vichada;VID;null
20807;El Encanto;null;2895
20977;La Chorrera;null;2895
20998;La Pedrera;null;2895
21014;La Victoria;null;2895
21027;Leticia;null;2895
21086;Miriti - Paraná;null;2895
21231;Puerto Alegría;null;2895
21232;Puerto Arica;null;2895
21249;Puerto Nariño;null;2895
21256;Puerto Santander;null;2895
21512;Tarapacá;null;2895
20485;Abejorral;null;2890
20487;Abriaquí;null;2890
20504;Alejandría;null;2890
20512;Amagá;null;2890
20513;Amalfi;null;2890
20520;Andes;null;2890
20521;Angelópolis;null;2890
20522;Angostura;null;2890
20747;Anorí;null;2890
20527;Anza;null;2890
20529;Apartadó;null;2890
20541;Arboletes;null;2890
20544;Argelia;null;2890
20551;Armenia;null;2890
20566;Barbosa;null;2890
20579;Bello;null;2890
20580;Belmira;null;2890
20588;Betania;null;2890
20589;Betulia;null;2890
20602;Briceño;null;2890
20613;Buriticá;null;2890
20763;Cáceres;null;2890
20621;Caicedo;null;2890
20631;Caldas;null;2890
20638;Campamento;null;2890
20667;Cañasgordas;null;2890
20649;Caracolí;null;2890
20650;Caramanta;null;2890
20652;Carepa;null;2890
20658;Carolina;null;2890
20666;Caucasia;null;2890
20683;Chigorodó;null;2890
20710;Cisneros;null;2890
20711;Ciudad Bolívar;null;2890
20716;Cocorná;null;2890
20724;Concepción;null;2890
20727;Concordia;null;2890
20735;Copacabana;null;2890
20773;Dabeiba;null;2890
20781;Donmatías;null;2890
20785;Ebéjico;null;2890
20786;El Bagre;null;2890
20656;El Carmen de Viboral;null;2890
21441;El Santuario;null;2890
20838;Entrerrios;null;2890
20840;Envigado;null;2890
20859;Fredonia;null;2890
20861;Frontino;null;2890
20885;Giraldo;null;2890
20888;Girardota;null;2890
20931;Gómez Plata;null;2890
20893;Granada;null;2890
20901;Guadalupe;null;2890
20913;Guarne;null;2890
20915;Guatapé;null;2890
20939;Heliconia;null;2890
20942;Hispania;null;2890
20953;Itagui;null;2890
20955;Ituango;null;2890
20959;Jardín;null;2890
20961;Jericó;null;2890
20974;La Ceja;null;2890
20983;La Estrella;null;2890
21000;La Pintada;null;2890
21009;La Unión;null;2890
21028;Liborina;null;2890
21044;Maceo;null;2890
21066;Marinilla;null;2890
21074;Medellín;null;2890
21097;Montebello;null;2890
21120;Murindó;null;2890
21121;Mutatá;null;2890
21126;Nariño;null;2890
21129;Nechí;null;2890
21130;Necoclí;null;2890
21149;Olaya;null;2890
21197;Peñol;null;2890
21194;Peque;null;2890
21227;Pueblorrico;null;2890
21234;Puerto Berrío;null;2890
21248;Puerto Nare;null;2890
21258;Puerto Triunfo;null;2890
21281;Remedios;null;2890
21286;Retiro;null;2890
21293;Rionegro;null;2890
21311;Sabanalarga;null;2890
21314;Sabaneta;null;2890
21323;Salgar;null;2890
21330;San Andrés de Cuerquía;null;2890
21345;San Carlos;null;2890
21357;San Francisco;null;2890
21362;San Jerónimo;null;2890
21366;San José de la Montaña;null;2890
21376;San Juan de Urabá;null;2890
149253;San Luis;null;2890
21117;San Pedro de los Milagros;null;2890
21399;San Pedro de Uraba;null;2890
21402;San Rafael;null;2890
21403;San Roque;null;2890
21407;San Vicente Ferrer;null;2890
21414;Santa Bárbara;null;2890
21417;Santa Fe de Antioquia;null;2890
21425;Santa Rosa de Osos;null;2890
21439;Santo Domingo;null;2890
21449;Segovia;null;2890
21474;Sonson;null;2890
21476;Sopetrán;null;2890
21562;Támesis;null;2890
21513;Tarazá;null;2890
21514;Tarso;null;2890
21532;Titiribí;null;2890
21537;Toledo;null;2890
21557;Turbo;null;2890
21572;Uramita;null;2890
21574;Urrao;null;2890
21577;Valdivia;null;2890
21584;Valparaíso;null;2890
21585;Vegachí;null;2890
21588;Venecia;null;2890
21595;Vigía del Fuerte;null;2890
21621;Yalí;null;2890
21622;Yarumal;null;2890
21624;Yolombó;null;2890
21625;Yondó;null;2890
21632;Zaragoza;null;2890
20536;Arauca;null;2881
20537;Arauquita;null;2881
