id,name,code,state_id
21302,Rovira,,2883
21321,Saldaña,,2883
21337,San Antonio,,2883
21379,San Luis,,2883
21405,San Sebastián de Mariquita,,2883
21419,Santa Isabel,,2883
21500,Suárez,,2883
21580,Valle de San Juan,,2883
21586,Venadillo,,2883
21604,Villahermosa,,2883
21611,Villarrica,,2883
20502,Alcalá,,2904
20519,Andalucía,,2904
20526,Ansermanuevo,,2904
20546,Argelia,,2904
20598,Bolívar,,2904
20605,Buenaventura,,2904
20612,Bugalagrande,,2904
20622,Caicedonia,,2904
20634,Cali,,2904
20636,Calima,,2904
20644,Candelaria,,2904
20661,Cartago,,2904
20774,Dagua,,2904
20835,El Águila,,2904
20789,El Cairo,,2904
20800,El Cerrito,,2904
20806,El Dovio,,2904
20851,Florida,,2904
20884,Ginebra,,2904
20897,Guacarí,,2904
20900,Guadalajara de Buga,,2904
20958,Jamundí,,2904
20979,La Cumbre,,2904
21006,La Unión,,2904
21013,La Victoria,,2904
21144,Obando,,2904
21173,Palmira,,2904
21222,Pradera,,2904
21285,Restrepo,,2904
21290,Riofrío,,2904
21298,Roldanillo,,2904
21397,San Pedro,,2904
21451,Sevilla,,2904
21544,Toro,,2904
21549,Trujillo,,2904
21551,Tuluá,,2904
21567,Ulloa,,2904
21591,Versalles,,2904
21596,Vijes,,2904
21627,Yotoco,,2904
21628,Yumbo,,2904
21633,Zarzal,,2904
20663,Caruru,,2885
21088,Mitú,,2885
21160,Pacoa,,2885
21181,Papunaua,,2885
21511,Taraira,,2885
21623,Yavaraté,,2885
20755,Cumaribo,,2894
21002,La Primavera,,2894
21237,Puerto Carreño,,2894
21428,Santa Rosalia,,2894
